#  ID	"RA	"	DEC	MAG_F160W	MAGERR_F160W	FWHM	STELLARITY	ELLIPTICITY	THETA	Z_BPZ	ZMIN_BPZ	ZMAX_BPZ	ODDS_BPZ	CHISQ2_BPZ	STAR	WEIGHT	NRS_F110W	NRS_F140X	NRS_CLEAR	REFERENCE
3117	53.16752192	-27.8005633	28.133	0.117	9.8	0	0.132	89.9	2.7	2.43	3.15	0.784	0.428	0	7.29	28.547	28.42	28.133	FALSE
8174	53.15289034	-27.76572055	27.886	0.099	15.56	0	0.435	27.5	2.7	2.45	3.11	0.841	0.981	0	7.29	28.266	28.352	27.886	FALSE
7083	53.17396804	-27.76273781	26.191	0.087	8.18	0.03	0.34	14.4	2.699	2.47	2.93	0.951	1.376	0	7.284601	26.548	-99	26.191	FALSE
23564	53.16244293	-27.78337913	27.662	0.052	9.43	0.01	0.38	-56.2	2.699	2.47	2.93	0.956	0.524	0	7.284601	28.181	28.016	27.662	FALSE
5077	53.17745522	-27.78943823	25.972	0.02	32.35	0	0.625	8.6	2.699	2.49	2.93	0.964	0.318	0	7.284601	26.691	26.283	25.972	FALSE
4580	53.14688518	-27.78725342	25.237	0.01	42.26	0	0.494	71.5	2.698	2.52	2.86	0.993	0.265	0	7.279204	25.819	25.508	25.237	FALSE
7400	53.16927889	-27.78139448	27.904	0.058	3.92	0.03	0.031	-27.7	2.696	2.51	2.86	0.99	0.789	1	7.268416	28.017	27.969	27.904	FALSE
3016	53.13311271	-27.80089301	25.44	0.056	11.73	0.03	0.454	22.4	2.696	2.49	2.89	0.976	0.426	0	7.268416	26.251	-99	25.44	FALSE
6388	53.14636755	-27.79522361	25.853	0.014	11.64	0.03	0.294	-14.3	2.695	2.51	2.86	0.989	0.242	0	7.263025	26.431	26.033	25.853	FALSE
814	53.15676414	-27.81701349	26.596	0.127	10.59	0.02	0.504	57.6	2.695	2.4	2.98	0.883	0.421	0	7.263025	27.259	-99	26.596	FALSE
4459	53.13581307	-27.78646489	27.491	0.038	3.26	0.32	0.049	89.4	2.693	2.51	2.86	0.99	0.747	0	7.252249	27.599	27.503	27.491	FALSE
8419	53.14193671	-27.7740557	26.966	0.117	4.26	0.02	0.135	-42	2.691	2.46	2.91	0.958	0.382	0	7.241481	27.533	-99	26.966	FALSE
10008	53.15960245	-27.78522026	29.438	0.173	8.1	0.07	0.208	-30.2	2.69	1.97	3.04	0.699	1.075	0	7.2361	30.003	29.673	29.438	FALSE
6991	53.16491756	-27.78385462	29.596	0.281	5.17	0.03	0.086	46.6	2.69	0.32	3.35	0.212	1.049	0	7.2361	29.509	29.023	29.596	FALSE
1148	53.17700859	-27.813749	26.355	0.084	8.52	0.03	0.341	-18.5	2.69	2.48	2.89	0.978	0.526	0	7.2361	26.929	-99	26.355	FALSE
675	53.16842547	-27.81848175	28.328	0.344	6.78	0.02	0.396	53.3	2.69	0.39	3.3	0.542	1.259	0	7.2361	28.224	-99	28.328	FALSE
784	53.17118694	-27.81748845	27.975	0.291	5.47	0.02	0.122	-60.4	2.69	1.8	2.94	0.693	2.035	0	7.2361	28.508	-99	27.975	FALSE
1704	53.16429041	-27.80876357	27.645	0.211	5.73	0.01	0.149	87.3	2.69	1.83	2.93	0.615	2.156	0	7.2361	28.528	-99	27.645	FALSE
1655	53.15411867	-27.80896485	27.367	0.228	19.45	0.01	0.522	-42.3	2.69	0.4	3.09	0.747	0.914	0	7.2361	27.464	-99	27.367	FALSE
10173	53.19574717	-27.78241099	29.206	0.711	8.36	0	0.245	15.7	2.69	1.2	3.27	0.5	0.987	0	7.2361	28.684	-99	29.206	FALSE
267	53.16741248	-27.82380897	28.52	0.599	11.89	0	0.41	-61.2	2.69	1.41	3.27	0.298	0.835	0	7.2361	29.09	-99	28.52	FALSE
10639	53.13248295	-27.79248429	27.994	0.546	12.39	0	0.275	-78.8	2.69	1.23	3.1	0.433	0.653	0	7.2361	99	-99	27.994	FALSE
10389	53.19560434	-27.78540836	27.811	0.283	12.09	0	0.505	85.2	2.69	1.63	2.97	0.384	1.454	0	7.2361	28.561	-99	27.811	FALSE
8057	53.18139961	-27.77823039	27.757	0.046	11.13	0	0.246	-84.7	2.69	2.31	3.32	0.682	0.042	0	7.2361	29.045	28.129	27.757	FALSE
4653	53.17653877	-27.78744605	27.713	0.067	20.14	0	0.462	-59.7	2.69	2.25	2.93	0.871	1.74	0	7.2361	28.314	27.895	27.713	FALSE
7539	53.19136888	-27.78087729	27.697	0.263	13.51	0	0.612	13.9	2.69	0.75	3.13	0.488	0.256	0	7.2361	28.741	-99	27.697	FALSE
8729	53.18008907	-27.76911754	27.643	0.293	12.1	0	0.556	37.3	2.69	1.92	3.08	0.645	1.155	0	7.2361	29.234	-99	27.643	FALSE
973	53.16199902	-27.8157866	27.498	0.313	11.28	0	0.231	56.8	2.69	0.42	3.38	0.26	0.316	0	7.2361	28.855	-99	27.498	FALSE
4320	53.16070497	-27.75475794	26.723	0.163	19.74	0	0.644	-84.9	2.69	2.17	2.92	0.773	1.872	0	7.2361	27.83	-99	26.723	FALSE
37178	53.15376518	-27.78488453	24.727	0.008	53.66	0.03	0.431	-43.3	2.688	2.52	2.85	0.994	0.212	0	7.225344	25.14	24.856	24.727	FALSE
23779	53.15938512	-27.78089307	28.414	0.117	7.08	0.38	0.223	14	2.686	2.36	3.01	0.834	0.752	0	7.214596	29.065	28.566	28.414	FALSE
2196	53.16340034	-27.80573908	29.671	0.257	5.26	0.32	0.078	-51.1	2.686	2.3	3.08	0.782	0.579	0	7.214596	29.706	29.877	29.671	FALSE
22540	53.20112815	-27.78816332	24.672	0.035	21.98	0.03	0.639	-37.6	2.686	2.51	2.85	0.992	1.534	0	7.214596	25.31	-99	24.672	FALSE
9598	53.18804591	-27.77840355	30.6	0.651	7.42	0	0.17	-80.1	2.686	2.18	3.16	0.694	0.514	0	7.214596	31.078	29.517	30.6	FALSE
9600	53.15106182	-27.77378279	28.247	0.103	22	0	0.671	-82.9	2.686	2.45	2.94	0.939	1.334	0	7.214596	28.5	28.195	28.247	FALSE
1503	53.16222037	-27.81043911	27.708	0.378	9.64	0	0.375	-15	2.686	2.2	3.04	0.814	1.735	0	7.214596	27.996	-99	27.708	FALSE
8373	53.17427537	-27.77667322	29.513	0.23	7.65	0.2	0.128	-82	2.685	2.15	3.11	0.743	1.239	0	7.209225	29.728	29.999	29.513	FALSE
5184	53.14995062	-27.79045045	23.549	0.003	60.06	0.02	0.45	-64.9	2.685	2.52	2.84	0.995	0.152	0	7.209225	24.629	23.857	23.549	FALSE
23077	53.17049677	-27.79262451	27.576	0.047	6.16	0.02	0.09	16.1	2.682	2.48	2.86	0.981	1.344	0	7.193124	27.84	27.689	27.576	FALSE
9131	53.15187917	-27.77212312	28.78	0.171	13.33	0	0.351	8.5	2.682	2.41	2.99	0.886	0.708	0	7.193124	29.404	28.701	28.78	FALSE
6499	53.18153224	-27.78565751	27.15	0.073	23.62	0	0.521	-24.2	2.682	2.43	2.94	0.924	0.518	0	7.193124	27.915	27.478	27.15	FALSE
1154	53.17649304	-27.81345872	25.192	0.034	6.98	0.03	0.189	46.2	2.681	2.51	2.84	0.992	0.235	0	7.187761	25.751	-99	25.192	FALSE
9418	53.18389129	-27.77512701	30.187	0.521	3.21	0.76	0.21	1.1	2.68	1.8	3.14	0.681	1.123	0	7.1824	29.617	99	30.187	TRUE
20648	53.16411353	-27.81186236	27.079	0.244	16.59	0.07	0.38	75.1	2.68	2.42	3.08	0.855	0.848	0	7.1824	27.347	-99	27.079	FALSE
5799	53.15332711	-27.79271481	29.144	0.196	7.86	0.06	0.17	9.7	2.68	2.04	3.16	0.645	0.334	0	7.1824	29.717	29.53	29.144	FALSE
1557	53.14888452	-27.80988543	28.399	0.388	4.71	0.06	0.058	-70.6	2.68	1.59	2.93	0.578	0.204	0	7.1824	28.8	-99	28.399	FALSE
9887	53.14631204	-27.7794224	28.491	0.133	7.21	0.02	0.347	42.7	2.68	2.42	3.18	0.759	0.448	0	7.1824	28.966	28.618	28.491	FALSE
5004	53.15430932	-27.7892587	28.192	0.098	9.37	0.02	0.141	19	2.68	1.9	2.99	0.556	0.538	0	7.1824	28.851	28.444	28.192	FALSE
5907	53.17942657	-27.79318165	27.188	0.139	5.34	0.02	0.104	-21.5	2.68	2.39	3.05	0.837	1.333	0	7.1824	28.598	-99	27.188	FALSE
1668	53.14253655	-27.80905534	28.863	0.636	9.22	0.01	0.466	-67.3	2.68	0.41	3.36	0.273	0.644	0	7.1824	99	-99	28.863	FALSE
9928	53.13717169	-27.77971374	27.151	0.172	7.67	0.01	0.175	-55.7	2.68	2.24	2.94	0.816	1.298	0	7.1824	27.875	-99	27.151	FALSE
2458	53.14522815	-27.80427416	28.831	0.646	7.77	0	0.332	-48.7	2.68	0.44	3.3	0.261	0.429	0	7.1824	29.18	-99	28.831	FALSE
9626	53.17507026	-27.77754992	28.63	0.096	10.26	0	0.2	-83.2	2.68	2.2	3.01	0.772	0.601	0	7.1824	29.277	28.659	28.63	FALSE
8417	53.16737201	-27.76722963	28.426	0.13	9.53	0	0.329	70.3	2.68	2.44	3.11	0.858	0.709	0	7.1824	28.79	28.559	28.426	FALSE
909	53.1639237	-27.81634026	28.384	0.393	6.93	0	0.188	-85.5	2.68	0.43	3.25	0.399	0.534	0	7.1824	28.689	-99	28.384	FALSE
7478	53.16907312	-27.76206685	27.508	0.233	15.69	0	0.517	-71.2	2.68	2.38	3.17	0.745	0.57	0	7.1824	27.982	-99	27.508	FALSE
1550	53.16108505	-27.80982693	26.644	0.14	16.23	0	0.257	-63.7	2.68	2.43	3.05	0.863	1.235	0	7.1824	28.064	-99	26.644	FALSE
8606	53.1752961	-27.76834012	25.909	0.029	27.23	0	0.654	-89.3	2.68	2.49	2.86	0.988	0.371	0	7.1824	26.67	26.186	25.909	FALSE
9643	53.18027045	-27.77777611	28.807	0.153	8.67	0.07	0.372	23.9	2.679	2.34	3.03	0.828	0.339	0	7.177041	29.206	28.798	28.807	FALSE
9447	53.18320694	-27.77536463	29.756	0.231	5.9	0.25	0.039	-1.1	2.678	2.37	3	0.849	0.663	0	7.171684	29.68	29.648	29.756	FALSE
765	53.17806145	-27.81730043	27.098	0.163	10.86	0.03	0.161	-7	2.678	2.48	2.86	0.983	1.552	0	7.171684	27.194	-99	27.098	FALSE
8451	53.16277484	-27.77035549	29.469	0.244	8.8	0	0.231	44.6	2.678	2.33	3.04	0.813	0.263	0	7.171684	29.698	29.918	29.469	FALSE
874	53.17457576	-27.81637331	25.629	0.061	18.36	0	0.301	45	2.678	2.45	2.89	0.963	1.206	0	7.171684	26.392	-99	25.629	FALSE
7552	53.18767381	-27.78065798	29.286	0.235	8.63	0.04	0.21	-17.7	2.676	2.23	3.12	0.737	0.227	0	7.160976	29.59	29.421	29.286	FALSE
32742	53.16997603	-27.80292966	25.031	0.044	40.09	0.03	0.669	-66.9	2.676	2.49	2.85	0.99	0.312	0	7.160976	25.476	-99	25.031	FALSE
8942	53.15446537	-27.77143789	22.539	0.001	13.1	0.03	0.37	-65.3	2.676	2.51	2.83	0.995	0.283	0	7.160976	23.448	22.868	22.539	FALSE
6723	53.16420973	-27.78156936	28.473	0.157	12.05	0	0.402	-47	2.676	2.38	2.95	0.886	1.748	0	7.160976	28.927	28.628	28.473	FALSE
7462	53.15485486	-27.76196401	28.094	0.124	15.14	0	0.228	60.5	2.676	2.37	3.03	0.842	0.508	0	7.160976	28.617	28.025	28.094	FALSE
6943	53.15701756	-27.75936562	29.636	0.616	9.74	0	0.264	51.2	2.675	1.94	3.24	0.622	0.49	0	7.155625	29.564	28.739	29.636	FALSE
4113	53.17464618	-27.79596625	28.531	0.245	17.34	0	0.422	-11	2.674	2.42	2.92	0.932	1.488	0	7.150276	28.414	27.907	28.531	FALSE
2364	53.1690538	-27.80372226	24.643	0.029	7.92	0.03	0.616	-72	2.673	2.5	2.84	0.992	0.837	0	7.144929	25.129	-99	24.643	FALSE
9563	53.15980359	-27.77779209	29.139	0.208	10.3	0	0.255	-22.3	2.673	2.28	3.03	0.796	0.574	0	7.144929	29.546	29.399	29.139	FALSE
6434	53.17075211	-27.78599376	26.816	0.027	4.53	0.02	0.055	86.6	2.672	2.47	2.85	0.984	0.797	0	7.139584	26.997	26.796	26.816	FALSE
525	53.15141222	-27.82011731	26.654	0.134	12.1	0.02	0.357	-10.7	2.672	2.41	2.91	0.927	0.187	0	7.139584	27.112	-99	26.654	FALSE
6556	53.15216991	-27.76116397	24.801	0.03	7.88	0.03	0.557	42.8	2.671	2.5	2.83	0.993	0.125	0	7.134241	25.647	-99	24.801	FALSE
704	53.16701606	-27.81780233	26.494	0.13	28.55	0	0.616	68.6	2.671	2.36	2.95	0.876	0.512	0	7.134241	27.026	-99	26.494	FALSE
24485	53.15884096	-27.76842872	28.842	0.227	3.75	0.77	0.324	-40.8	2.67	2.43	3.27	0.682	0.797	0	7.1289	29.099	28.764	28.842	TRUE
3397	53.12722635	-27.79924642	27.664	0.24	5.26	0.02	0.185	-9.4	2.67	1.92	2.88	0.903	1.218	0	7.1289	27.913	-99	27.664	FALSE
1519	53.18163267	-27.80972644	27.215	0.167	9.55	0.02	0.241	69.5	2.67	1.76	2.87	0.627	2.061	0	7.1289	27.637	-99	27.215	FALSE
7224	53.13957632	-27.78242932	29.018	0.184	6.89	0.01	0.086	54.3	2.67	2.4	3.05	0.864	0.846	0	7.1289	29.738	28.869	29.018	FALSE
8959	53.1817978	-27.77182656	28.05	0.31	6.03	0.01	0.089	3.9	2.67	2.29	3.29	0.607	0.179	0	7.1289	28.702	-99	28.05	FALSE
7433	53.15896008	-27.76226364	29.597	0.208	10.33	0	0.339	-50.9	2.67	2.26	3.32	0.535	0.495	0	7.1289	29.541	29.4	29.597	FALSE
3293	53.16756621	-27.79983292	29.584	0.247	6.05	0	0.077	-14.5	2.67	2.41	3.21	0.738	1.159	0	7.1289	29.918	29.003	29.584	FALSE
3847	53.16750841	-27.79716542	29.443	0.341	5.16	0	0.192	59.7	2.67	1.75	3.15	0.557	2.702	0	7.1289	29.347	29.093	29.443	FALSE
9830	53.13725523	-27.77964604	28.682	0.44	9.31	0	0.241	-42.5	2.67	2.08	3.03	0.741	0.606	0	7.1289	99	-99	28.682	FALSE
8913	53.17909964	-27.77017202	28.651	0.537	11.82	0	0.285	1	2.67	1.96	3.15	0.625	0.704	0	7.1289	99	-99	28.651	FALSE
7428	53.15584568	-27.78157666	28.55	0.124	10.39	0	0.22	54	2.67	1.31	3	0.507	0.864	0	7.1289	29.545	29.116	28.55	FALSE
2030	53.15495235	-27.80673073	28.123	0.35	9.98	0	0.427	11	2.67	1.77	2.91	0.497	1.194	0	7.1289	28.102	-99	28.123	FALSE
8615	53.17305179	-27.77530677	27.518	0.048	23.15	0	0.494	61.3	2.67	2.46	2.86	0.978	0.36	0	7.1289	27.885	27.642	27.518	FALSE
3321	53.18654748	-27.79967418	27.206	0.211	9.26	0	0.352	27	2.669	2.25	3.13	0.704	0.47	0	7.123561	28.584	-99	27.206	FALSE
6914	53.14428593	-27.78428698	27.868	0.052	6.27	0.05	0.076	-18.2	2.668	2.4	2.9	0.933	1.481	0	7.118224	29.195	28.593	27.868	FALSE
21756	53.14196804	-27.79800105	27.641	0.392	7.4	0.05	0.217	-36.8	2.668	2.46	2.86	0.975	1.013	0	7.118224	27.991	-99	27.641	FALSE
22231	53.19526229	-27.78523354	26.138	0.08	7.35	0.03	0.255	-26.6	2.663	2.49	2.83	0.991	5.935	0	7.091569	99	-99	26.138	FALSE
6171	53.17664239	-27.79420184	27.885	0.18	8.74	0.01	0.274	-5.4	2.662	2.28	3.03	0.789	0.111	0	7.086244	28.278	28.046	27.885	FALSE
4169	53.15553364	-27.79586185	29.361	0.309	5.79	0.22	0.164	-63.1	2.661	2.37	2.98	0.877	1.223	0	7.080921	29.23	29.615	29.361	FALSE
4877	53.13429446	-27.78859893	26.339	0.021	4.67	0.03	0.265	-68.4	2.661	2.48	2.83	0.989	0.173	0	7.080921	26.948	26.568	26.339	FALSE
7778	53.16646066	-27.76379269	28.281	0.076	4.39	0.02	0.063	-52.8	2.661	2.44	2.85	0.971	1.104	0	7.080921	28.367	28.256	28.281	FALSE
5617	53.20528915	-27.78955776	28.419	0.467	7.33	0.82	0.358	-4	2.66	0.5	3.45	0.25	0.19	0	7.0756	29.247	-99	28.419	TRUE
6101	53.13774662	-27.79390693	28.494	0.55	6.75	0.03	0.287	80.1	2.66	1.07	3.15	0.3	1.218	0	7.0756	28.819	-99	28.494	FALSE
4694	53.2047111	-27.78767331	26.411	0.11	14.93	0.02	0.393	25.3	2.66	1.93	2.88	0.827	2.166	0	7.0756	26.997	-99	26.411	FALSE
6341	53.18730222	-27.79493508	28.714	0.343	5.41	0.01	0.152	75.9	2.66	1.54	3.18	0.382	1.308	0	7.0756	29.092	-99	28.714	FALSE
3560	53.16835616	-27.79849402	29.434	0.287	7.74	0	0.191	67	2.66	0.43	3.41	0.23	0.271	0	7.0756	29.594	29.181	29.434	FALSE
8647	53.15936969	-27.76845972	29.416	0.181	10.17	0	0.302	-16.9	2.66	2.28	3.2	0.688	0.375	0	7.0756	29.534	29.381	29.416	FALSE
6839	53.19116293	-27.78468191	29.051	0.405	11.04	0	0.283	7.3	2.66	1.78	3.16	0.482	0.421	0	7.0756	99	-99	29.051	FALSE
9266	53.15329233	-27.77298861	28.358	0.127	13.23	0	0.45	-51.7	2.66	1.25	3.24	0.413	0.299	0	7.0756	28.838	28.535	28.358	FALSE
10294	53.14577052	-27.78414784	27.57	0.039	4.93	0.02	0.082	-26.7	2.659	2.45	2.85	0.977	0.755	0	7.070281	27.938	27.755	27.57	FALSE
5023	53.15964483	-27.78917101	29.244	0.294	9.01	0	0.436	-88.6	2.659	2.12	3.13	0.713	0.884	0	7.070281	29.566	28.886	29.244	FALSE
6618	53.18157682	-27.78541364	29.175	0.172	8.19	0	0.109	61.8	2.659	2.22	3.1	0.726	0.24	0	7.070281	29.666	29.19	29.175	FALSE
4316	53.16087813	-27.75446843	27.493	0.249	18.79	0	0.696	-6.7	2.659	2.32	2.99	0.841	1.085	0	7.070281	28.443	-99	27.493	FALSE
9411	53.16649767	-27.77470063	30.076	0.415	7.95	0	0.319	45.2	2.657	2.18	3.14	0.701	0.993	0	7.059649	30.221	99	30.076	FALSE
22539	53.20120091	-27.78810747	25.402	0.048	9.57	0.03	0.349	-52.3	2.655	2.47	2.83	0.988	1.56	0	7.049025	26.012	-99	25.402	FALSE
7644	53.14937305	-27.78030568	28.639	0.12	10.75	0.03	0.393	-21.3	2.654	2.4	2.98	0.913	0.55	0	7.043716	28.769	28.683	28.639	FALSE
4266	53.16038687	-27.75254607	27.342	0.222	4.42	0.12	0.21	51.9	2.652	2.39	2.87	0.94	0.432	0	7.033104	27.981	-99	27.342	FALSE
9451	53.17648313	-27.7746534	29.714	0.299	6.2	0	0.113	62.5	2.651	2.31	2.99	0.832	0.925	0	7.027801	29.576	29.177	29.714	FALSE
8916	53.18220632	-27.77196441	28.821	0.467	3.48	0.93	0.191	-45.9	2.65	1.73	3.04	0.544	0.712	0	7.0225	99	-99	28.821	TRUE
5036	53.18979252	-27.78922388	29.209	0.618	4.54	0.33	0.113	-28	2.65	1.56	3.03	0.483	0.708	0	7.0225	99	-99	29.209	FALSE
449	53.15582312	-27.82120048	27.789	0.273	7.6	0.02	0.269	-48.5	2.65	1.74	2.88	0.74	1.186	0	7.0225	27.925	-99	27.789	FALSE
9872	53.15105446	-27.77957049	27.346	0.038	9.81	0.02	0.096	31.9	2.65	2.44	2.84	0.975	0.286	0	7.0225	27.768	27.465	27.346	FALSE
9167	53.16300372	-27.77250337	26.596	0.022	8.5	0.02	0.123	-73.6	2.65	2.46	2.83	0.983	0.168	0	7.0225	27.059	26.758	26.596	FALSE
7590	53.1410253	-27.78095062	28.934	0.198	10.41	0	0.382	-87.7	2.65	2.35	3.16	0.76	0.861	0	7.0225	29.312	28.617	28.934	FALSE
8363	53.17169236	-27.77676947	28.47	0.134	13.28	0	0.256	-3	2.65	1.82	3.18	0.551	1.02	0	7.0225	28.893	28.367	28.47	FALSE
7149	53.16855771	-27.78325116	28.453	0.102	16	0	0.638	43.7	2.65	1.98	2.94	0.632	0.927	0	7.0225	29.401	28.747	28.453	FALSE
2746	53.13028491	-27.80258515	28.203	0.451	11.7	0	0.289	-41.5	2.65	1.29	2.88	0.388	0.57	0	7.0225	28.271	-99	28.203	FALSE
3048	53.14391654	-27.80038347	27.823	0.331	12.87	0	0.166	-21.3	2.65	0.43	3.27	0.495	0.378	0	7.0225	29.317	-99	27.823	FALSE
5390	53.13471897	-27.78922673	27.533	0.08	21.16	0	0.501	-86.7	2.65	2.21	2.97	0.772	0.412	0	7.0225	28.335	28.004	27.533	FALSE
733	53.15442466	-27.81786804	27.331	0.209	9.99	0	0.269	87.5	2.65	2.13	3.13	0.616	3.216	0	7.0225	27.876	-99	27.331	FALSE
3230	53.13134306	-27.79952144	24.457	0.028	25.37	0.03	0.47	53.5	2.649	2.47	2.82	0.988	0.765	0	7.017201	25.015	-99	24.457	FALSE
7531	53.15514852	-27.76236546	27.57	0.058	4.49	0.02	0.154	-26.2	2.649	2.44	2.83	0.976	0.544	0	7.017201	27.873	27.598	27.57	FALSE
10510	53.16309131	-27.78785819	26.627	0.02	4.67	0.02	0.159	-51.4	2.648	2.47	2.84	0.984	1.766	0	7.011904	27.8	27.235	26.627	FALSE
6411	53.17492549	-27.78572368	27.914	0.06	4.46	0.15	0.104	84.2	2.647	2.44	2.84	0.979	1.165	0	7.006609	28.118	28.172	27.914	FALSE
2143	53.15678249	-27.8057643	26.55	0.039	16.61	0.02	0.396	65.8	2.646	2.44	2.84	0.978	0.292	0	7.001316	27.417	26.973	26.55	FALSE
6578	53.15294802	-27.78548	28.431	0.121	20.72	0	0.578	1.1	2.644	2.39	2.91	0.923	0.595	0	6.990736	28.953	28.334	28.431	FALSE
9966	53.16697678	-27.7801907	26.829	0.03	15.98	0	0.439	-80.7	2.642	2.44	2.84	0.977	0.608	0	6.980164	27.458	27.012	26.829	FALSE
7584	53.13404294	-27.78096978	23.998	0.016	13.13	0.02	0.202	72.6	2.641	2.46	2.81	0.988	0.014	0	6.974881	25.746	-99	23.998	FALSE
10472	53.15254109	-27.78685321	29.596	0.286	7.35	0.85	0.249	65.9	2.64	1.89	3.12	0.582	1.167	0	6.9696	30.268	99	29.596	TRUE
8441	53.14958215	-27.76758058	28.969	0.324	7.21	0.16	0.37	-77.1	2.64	0.65	3.39	0.273	0.08	0	6.9696	29.913	29.149	28.969	FALSE
10594	53.16496583	-27.78972281	29.232	0.232	7.15	0.05	0.144	4.4	2.64	2.26	3.1	0.759	0.477	0	6.9696	29.46	29.45	29.232	FALSE
9820	53.13781455	-27.77867584	27.889	0.242	4.18	0.05	0.039	72.3	2.64	1.92	2.91	0.763	0.574	0	6.9696	27.994	-99	27.889	FALSE
1226	53.1575694	-27.81297069	28.339	0.387	5.18	0.02	0.151	37.5	2.64	1.98	2.86	0.868	0.426	0	6.9696	28.404	-99	28.339	FALSE
10603	53.12457593	-27.79026261	27.965	0.313	9.35	0.01	0.378	-80.9	2.64	1.59	2.83	0.422	2.258	0	6.9696	29.157	-99	27.965	FALSE
8730	53.18075924	-27.76909492	29.128	0.581	9.52	0	0.274	-35.5	2.64	1.87	3.32	0.456	0.583	0	6.9696	29.667	-99	29.128	FALSE
1110	53.15163516	-27.81414759	28.499	0.506	9.46	0	0.289	67.5	2.64	0.57	2.95	0.305	1.272	0	6.9696	28.111	-99	28.499	FALSE
4745	53.2028189	-27.78771434	28.437	0.613	13.11	0	0.553	-29	2.64	1.36	3.11	0.441	0.726	0	6.9696	99	-99	28.437	FALSE
8182	53.16494186	-27.76584595	28.355	0.077	13.69	0	0.075	58.1	2.64	2.34	3.16	0.755	0.657	0	6.9696	28.6	28.337	28.355	FALSE
9712	53.16071538	-27.77779857	28.24	0.07	9.07	0	0.283	-47.8	2.64	2.09	2.95	0.802	0.162	0	6.9696	28.799	28.462	28.24	FALSE
3757	53.13299325	-27.79760204	27.879	0.303	7.46	0	0.233	54	2.64	1.65	3.1	0.501	0.689	0	6.9696	28.389	-99	27.879	FALSE
4080	53.14214609	-27.79612264	27.415	0.272	12.06	0	0.158	48.5	2.64	2.09	2.91	0.837	2.377	0	6.9696	28.916	-99	27.415	FALSE
8609	53.17312865	-27.7752707	28.584	0.086	5.25	0.19	0.091	-67.1	2.639	2.38	2.92	0.917	0.771	0	6.964321	28.749	28.567	28.584	FALSE
6491	53.15545801	-27.78626722	28.083	0.066	6.68	0.02	0.247	-46.5	2.639	2.33	3.03	0.81	1.077	0	6.964321	28.656	28.123	28.083	FALSE
3734	53.15320329	-27.79709215	25.299	0.01	20.22	0.03	0.39	89.9	2.637	2.46	2.8	0.993	0.153	0	6.953769	26.081	25.6	25.299	FALSE
10480	53.12373369	-27.78714278	26.427	0.095	5.48	0.03	0.208	-39.7	2.636	2.46	2.8	0.994	1.516	0	6.948496	26.616	-99	26.427	FALSE
21445	53.15042723	-27.8005467	25.593	0.013	5.96	0.03	0.146	5.9	2.636	2.45	2.82	0.987	0.153	0	6.948496	26.34	25.838	25.593	FALSE
4418	53.16621949	-27.75731134	26.832	0.126	7.38	0.02	0.19	-10.6	2.634	2.35	2.93	0.886	0.289	0	6.937956	27.577	-99	26.832	FALSE
8921	53.16269571	-27.77024844	29.59	0.475	7.3	0	0.545	67.5	2.634	2.04	3.16	0.699	1.714	0	6.937956	29.7	99	29.59	FALSE
2481	53.17729669	-27.80410689	26.443	0.098	16.99	0	0.639	-7	2.632	2.34	2.89	0.895	0.846	0	6.927424	27.862	-99	26.443	FALSE
10404	53.1369244	-27.78572835	25.652	0.011	6.04	0.03	0.232	-80.2	2.631	2.46	2.79	0.993	0.621	0	6.922161	25.959	25.726	25.652	FALSE
10197	53.14547932	-27.7827129	29.125	0.196	7.3	0	0.035	6.5	2.631	2.35	2.93	0.887	0.671	0	6.922161	29.593	28.899	29.125	FALSE
10319	53.13420594	-27.78453148	29.572	0.523	3.42	0.74	0.149	42.8	2.63	0.42	3.33	0.24	1.181	0	6.9169	99	29.099	29.572	TRUE
4841	53.15028806	-27.78830251	29.902	0.312	3.99	0.69	0.161	-79.3	2.63	1.28	3.21	0.331	0.644	0	6.9169	30.255	30.028	29.902	TRUE
3450	53.19441324	-27.79901119	28.877	0.676	6.1	0.05	0.243	39	2.63	0.54	3.19	0.253	0.999	0	6.9169	28.574	-99	28.877	FALSE
936	53.15191211	-27.8161913	28.526	0.682	9.18	0.05	0.573	-25.3	2.63	0.72	3.21	0.28	0.33	0	6.9169	29.619	-99	28.526	FALSE
10209	53.13513088	-27.78298858	28.39	0.208	6.18	0.05	0.286	-2.7	2.63	2.09	3.08	0.675	0.572	0	6.9169	28.951	28.85	28.39	FALSE
4491	53.2016895	-27.78654346	27.693	0.258	5.86	0.04	0.173	79.7	2.63	1.5	2.99	0.418	0.353	0	6.9169	28.548	-99	27.693	FALSE
9142	53.15542557	-27.7719512	28.993	0.127	7	0.02	0.262	-34.8	2.63	1.18	2.97	0.315	0.933	0	6.9169	29.727	29.657	28.993	FALSE
175	53.15736217	-27.82558325	27.097	0.184	9.69	0.02	0.223	30	2.63	2.05	3.01	0.658	0.323	0	6.9169	27.88	-99	27.097	FALSE
3253	53.14349652	-27.7999367	26.679	0.121	5.72	0.02	0.22	-45.1	2.63	2.23	2.91	0.803	1.505	0	6.9169	27.5	-99	26.679	FALSE
24915	53.15357816	-27.77566495	28.822	0.087	4.95	0.01	0.107	-25.1	2.63	1.92	2.98	0.686	0.699	0	6.9169	29.455	29.152	28.822	FALSE
