#  ID	"RA	"	DEC	MAG_F160W	MAGERR_F160W	FWHM	STELLARITY	ELLIPTICITY	THETA	Z_BPZ	ZMIN_BPZ	ZMAX_BPZ	ODDS_BPZ	CHISQ2_BPZ	STAR	WEIGHT	NRS_F110W	NRS_F140X	NRS_CLEAR	REFERENCE
3142	53.18134822	-27.80061225	99	29.206	7.13	0.35	0.255	7.1	1.63	0.99	2.92	0.237	0.507	0	2.6569	29.023	-99	99	FALSE
6228	53.18397714	-27.79430885	99	29.269	6.33	0.35	0.593	-89.8	1.282	0.3	3.12	0.332	1.813	0	1.643524	99	-99	99	FALSE
5925	53.19107341	-27.79288175	99	29.264	7.23	0.34	0.175	88.5	3.31	2.75	3.58	0.824	4.048	0	10.9561	28.733	-99	99	FALSE
8489	53.18960885	-27.77601877	99	28.721	5.76	0.34	0.444	15.2	3.21	0.36	3.96	0.203	0.462	0	10.3041	99	-99	99	FALSE
451	53.16225955	-27.82129406	99	28.745	5.13	0.34	0.273	1.5	2.76	0.7	3.42	0.262	0.302	0	7.6176	99	-99	99	FALSE
677	53.17342452	-27.81857146	99	29.03	4.95	0.34	0.17	10.7	1.18	0.47	3.22	0.122	0.346	0	1.3924	99	-99	99	FALSE
2768	53.18346005	-27.80260011	99	28.985	5.74	0.34	0.131	44.4	0.91	0.37	4.78	0.213	1.077	0	0.8281	99	-99	99	FALSE
8719	53.1682286	-27.76901076	99	30.895	6.75	0.34	0.211	88.4	0.88	0.26	3.55	0.204	0.774	0	0.7744	30.135	30.375	99	FALSE
2261	53.1692924	-27.80533796	99	29.482	3.7	0.33	0.141	44.6	4.3	3.33	4.62	0.749	2.174	0	18.49	29.634	-99	99	FALSE
3413	53.13334097	-27.79919898	99	28.463	6.32	0.33	0.162	1.3	3.99	0.46	4.53	0.462	0.494	0	15.9201	99	-99	99	FALSE
1956	53.13760367	-27.80726745	99	29.184	5.77	0.33	0.213	63.5	3.51	0.99	3.97	0.54	0.733	0	12.3201	99	-99	99	FALSE
507	53.1729254	-27.8205301	99	28.662	5.53	0.33	0.022	38.4	3.46	0.45	4.04	0.382	0.936	0	11.9716	28.804	-99	99	FALSE
1367	53.15414915	-27.81165611	99	29.099	4.88	0.33	0.007	-53	3.38	0.36	4.05	0.398	0.727	0	11.4244	29.276	-99	99	FALSE
1768	53.15761527	-27.80852518	99	29.317	7.54	0.33	0.238	68	2.16	1.04	2.9	0.323	0.253	0	4.6656	29.496	-99	99	FALSE
7421	53.12972497	-27.78157483	99	29.356	5.38	0.33	0.11	56.2	2.019	1.6	2.47	0.574	0.896	0	4.076361	29.522	-99	99	FALSE
6766	53.16026314	-27.75892655	99	29.92	5.37	0.33	0.297	74.9	1.74	0.9	2.93	0.286	1.441	0	3.0276	99	29.18	99	FALSE
240	53.16048956	-27.82440067	99	28.686	7.99	0.33	0.426	-53.8	1.24	0.43	3.32	0.29	1.369	0	1.5376	99	-99	99	FALSE
940	53.15694388	-27.81614133	99	28.434	5.96	0.32	0.428	50.7	4.96	0.52	5.51	0.64	0.491	0	24.6016	28.909	-99	99	FALSE
8399	53.1389892	-27.77647648	99	29.09	4.09	0.32	0.101	-64.7	3.41	0.33	3.92	0.352	0.329	0	11.6281	29.446	-99	99	FALSE
613	53.16847908	-27.81933961	99	29.132	6.53	0.32	0.239	53.4	2.72	0.85	3.29	0.305	0.456	0	7.3984	99	-99	99	FALSE
5700	53.13412411	-27.79225543	99	28.954	7.71	0.32	0.296	-68.9	2.68	2.3	3.13	0.767	0.462	0	7.1824	99	-99	99	FALSE
158	53.16453921	-27.82621171	99	29.14	4.17	0.32	0.103	-88.9	0.96	0.56	2.61	0.346	2.056	0	0.9216	99	-99	99	FALSE
5574	53.19271339	-27.79170179	99	29.257	6.54	0.32	0.346	-63.8	0.9	0.38	4.34	0.343	0.88	0	0.81	99	-99	99	FALSE
6199	53.13593462	-27.79433551	99	28.797	5.58	0.32	0.392	-69.2	0.9	0.37	3.71	0.092	0.239	0	0.81	99	-99	99	FALSE
6496	53.14300811	-27.79552547	99	30.644	4.41	0.32	0.083	-44.1	0.62	0.35	3.8	0.165	1.464	0	0.3844	29.605	30.029	99	FALSE
8880	53.18227051	-27.77024553	99	28.904	6.58	0.31	0.255	-16.6	3.98	0.28	4.84	0.266	0.581	0	15.8404	99	-99	99	FALSE
673	53.14958339	-27.81861135	99	29.212	3.67	0.31	0.028	-84.2	3.72	0.4	4.26	0.498	0.43	0	13.8384	99	-99	99	FALSE
10523	53.12747877	-27.78847493	99	29.054	5.29	0.31	0.205	75.2	3.5	0.4	4.21	0.435	1.005	0	12.25	99	-99	99	FALSE
10632	53.13168152	-27.79128348	99	28.536	6.68	0.31	0.298	58.5	3.06	0.34	3.57	0.28	0.561	0	9.3636	99	-99	99	FALSE
326	53.1726381	-27.82314096	99	28.675	7.32	0.31	0.278	-45.6	1.6	0.5	3.16	0.167	0.225	0	2.56	29.378	-99	99	FALSE
9636	53.13960159	-27.77715887	99	29.275	7.32	0.31	0.414	68.9	1.06	0.35	4.11	0.159	0.93	0	1.1236	99	-99	99	FALSE
1395	53.15375087	-27.81137057	99	29.087	7.28	0.3	0.306	39.1	4.65	4.04	5.07	0.855	0.298	0	21.6225	29.413	-99	99	FALSE
4711	53.20391474	-27.78763892	99	29.266	4.88	0.3	0.229	-66.5	3.7	2.68	4.16	0.682	0.508	0	13.69	29.666	-99	99	FALSE
178	53.15808371	-27.82564684	99	28.537	5.08	0.3	0.208	2.2	3.69	0.42	4.33	0.396	0.201	0	13.6161	99	-99	99	FALSE
1380	53.17400357	-27.81153323	99	29.5	4.7	0.3	0.211	35.8	3.3	1.81	3.67	0.578	0.532	0	10.89	99	-99	99	FALSE
1494	53.16117553	-27.81050808	99	29.682	3.74	0.3	0.21	17.1	3.15	0.52	3.65	0.35	0.606	0	9.9225	99	-99	99	FALSE
5441	53.13548805	-27.79113112	99	29.147	7.29	0.3	0.066	88.6	1.99	1.5	2.72	0.413	0.389	0	3.9601	29.161	-99	99	FALSE
1349	53.17314451	-27.81180789	99	29.265	5.26	0.3	0.176	-67.7	1.9	1.38	2.79	0.3	2.053	0	3.61	29.527	-99	99	FALSE
4373	53.16241036	-27.75614869	99	29.473	6.85	0.3	0.248	68	0.9	0.33	4.13	0.125	0.692	0	0.81	99	-99	99	FALSE
6969	53.1940271	-27.78404738	99	28.784	7.98	0.3	0.484	-5.2	0.85	0.23	4.62	0.174	1.238	0	0.7225	28.43	-99	99	FALSE
10009	53.13449897	-27.78076145	99	28.96	4.31	0.3	0.035	50.3	0.65	0.29	4.47	0.148	0.584	0	0.4225	28.878	-99	99	FALSE
1644	53.17423706	-27.80923065	99	29.135	6.75	0.29	0.551	68.7	4.73	4.2	5.15	0.878	0.519	0	22.3729	99	-99	99	FALSE
6024	53.13452171	-27.79366972	99	29.419	4.84	0.29	0.099	-13.5	3.3	0.3	3.63	0.437	1.355	0	10.89	29.46	-99	99	FALSE
1593	53.15773171	-27.80962296	99	29.006	5.73	0.29	0.132	-53.5	2.6	1.97	2.98	0.718	0.698	0	6.76	29.446	-99	99	FALSE
5430	53.19130277	-27.79103159	99	29.449	4.68	0.29	0.023	25	1.93	1.55	2.45	0.512	1.182	0	3.7249	29.701	-99	99	FALSE
2235	53.17342309	-27.80549305	99	29.27	4.57	0.29	0.17	-52.9	0.58	0.28	4.25	0.168	1.13	0	0.3364	99	-99	99	FALSE
3830	53.18048057	-27.79726632	99	29.044	4.69	0.28	0.092	-84.7	4.32	0.37	4.62	0.426	0.989	0	18.6624	29.19	-99	99	FALSE
6160	53.13326349	-27.79417344	99	29.319	3.38	0.28	0.089	32.4	3.552	3.28	3.81	0.966	1.481	0	12.616704	29.684	-99	99	FALSE
512	53.17083539	-27.8204968	99	29.545	4.97	0.28	0.07	62.7	2.78	1.57	3.12	0.558	0.755	0	7.7284	29.91	-99	99	FALSE
1375	53.15084335	-27.81156931	99	29.099	5.44	0.28	0.187	-0.6	2.23	1.15	2.81	0.316	0.31	0	4.9729	99	-99	99	FALSE
603	53.15765544	-27.81943264	99	28.665	6.39	0.28	0.324	-27.9	2.18	0.53	3.1	0.228	0.699	0	4.7524	99	-99	99	FALSE
2167	53.18178919	-27.80595325	99	29.3	6.3	0.28	0.181	-50.6	1.71	0.87	2.76	0.251	1.313	0	2.9241	99	-99	99	FALSE
3265	53.189868	-27.80001196	99	29.277	4.53	0.28	0.125	56.1	1.16	0.45	2.91	0.249	0.991	0	1.3456	28.816	-99	99	FALSE
6448	53.20287831	-27.78620934	99	29.255	4.71	0.27	0.054	-24	4.376	4.04	4.68	0.959	1.328	0	19.149376	28.826	-99	99	FALSE
8996	53.14308001	-27.77169004	99	28.768	8.31	0.27	0.604	39.1	3.71	0.36	4.17	0.587	1.319	0	13.7641	99	-99	99	FALSE
1622	53.17257919	-27.80938178	99	29.416	3.32	0.27	0.039	50.6	3.42	0.34	4.11	0.43	1.123	0	11.6964	29.157	-99	99	FALSE
5436	53.13525881	-27.79110943	99	29.322	5.46	0.27	0.14	-71.2	2.894	2.42	3.29	0.747	0.693	0	8.375236	29.502	-99	99	FALSE
9837	53.13731836	-27.77869035	99	28.88	5.67	0.27	0.442	5.5	1.76	0.62	3	0.199	0.489	0	3.0976	28.858	-99	99	FALSE
5590	53.12534447	-27.79180106	99	28.888	6.14	0.27	0.216	34.2	0.92	0.4	5.07	0.291	1.221	0	0.8464	99	-99	99	FALSE
8826	53.17348974	-27.77027938	99	30.738	6.33	0.26	0.232	-73.2	4.24	0.44	4.68	0.607	1.427	0	17.9776	29.711	29.268	99	FALSE
455	53.16032428	-27.82124822	99	28.78	6.6	0.26	0.388	38.8	3.7	0.47	4.21	0.532	0.36	0	13.69	29.285	-99	99	FALSE
6319	53.13383004	-27.7948668	99	28.803	7.12	0.26	0.37	-9.4	1.68	0.6	3.08	0.232	0.896	0	2.8224	28.41	-99	99	FALSE
6941	53.13343457	-27.78406467	99	28.928	5.88	0.26	0.299	-12.3	0.99	0.5	3.05	0.179	0.853	0	0.9801	99	-99	99	FALSE
3274	53.18123038	-27.79997474	99	28.815	4.61	0.26	0.074	-15.7	0.65	0.33	4.53	0.247	0.929	0	0.4225	28.568	-99	99	FALSE
246	53.16865133	-27.82426492	99	29.362	3.58	0.25	0.155	-73	3.54	0.37	3.96	0.564	0.453	0	12.5316	29.598	-99	99	FALSE
5639	53.19438284	-27.79200486	99	29.31	5.03	0.25	0.062	-53.1	2.96	1.56	3.34	0.65	0.305	0	8.7616	29.764	-99	99	FALSE
1122	53.15451508	-27.81414237	99	28.848	4.84	0.25	0.204	-28.9	2.91	0.34	3.74	0.237	0.586	0	8.4681	29.465	-99	99	FALSE
639	53.15358532	-27.81897977	99	28.726	4.58	0.25	0.192	-88	2.88	0.74	3.6	0.279	1.616	0	8.2944	99	-99	99	FALSE
7932	53.13285462	-27.77911702	99	28.674	7.85	0.25	0.227	84	2.09	1.76	2.81	0.488	0.765	0	4.3681	28.411	-99	99	FALSE
3821	53.13630306	-27.7973099	99	29.039	4.62	0.25	0.133	25	0.97	0.43	2.7	0.264	1.101	0	0.9409	28.908	-99	99	FALSE
644	53.17580792	-27.81891217	99	29.108	5.04	0.25	0.585	-45.4	0.96	0.4	3.79	0.099	0.211	0	0.9216	99	-99	99	FALSE
813	53.14945104	-27.81736597	99	29.158	4.75	0.25	0.226	-48	0.6	0.2	4.03	0.153	1.572	0	0.36	99	-99	99	FALSE
366	53.16391914	-27.82255712	99	29.133	4.67	0.24	0.24	41.1	4.51	0.36	4.94	0.627	0.758	0	20.3401	29.529	-99	99	FALSE
7272	53.17559447	-27.78336658	99	30.711	4.87	0.24	0.371	-36.3	4.29	0.46	5.08	0.407	0.651	0	18.4041	30.781	30.61	99	FALSE
3829	53.13049181	-27.79727673	99	28.563	4.48	0.24	0.097	-29.9	3.96	0.85	4.45	0.575	0.663	0	15.6816	99	-99	99	FALSE
6275	53.1765004	-27.79463049	99	29.331	4.21	0.24	0.019	37.7	3.01	0.56	3.48	0.449	0.483	0	9.0601	99	-99	99	FALSE
7696	53.16897609	-27.76364675	99	29.914	9.2	0.24	0.612	89.5	2.88	1.63	3.3	0.606	2.442	0	8.2944	29.501	-99	99	FALSE
5267	53.19859631	-27.79034151	99	28.773	6.5	0.24	0.404	-81.5	2.31	1.02	2.99	0.275	0.221	0	5.3361	99	-99	99	FALSE
5152	53.13439735	-27.78984738	99	30.385	4.75	0.24	0.125	30.1	1.69	1.12	2.81	0.392	2.471	0	2.8561	29.84	99	99	FALSE
1108	53.14758244	-27.81428637	99	28.828	6.41	0.24	0.519	80.3	0.9	0.33	4.72	0.144	0.595	0	0.81	99	-99	99	FALSE
2474	53.13968297	-27.80419785	99	28.923	6.6	0.23	0.193	10	5.09	0.55	5.51	0.702	0.482	0	25.9081	29.076	-99	99	FALSE
1819	53.16928697	-27.80820393	99	29.561	4.26	0.23	0.144	-37.1	4.15	0.38	4.59	0.505	0.501	0	17.2225	29.985	-99	99	FALSE
3088	53.17247117	-27.80088203	99	29.195	4.84	0.23	0.04	50	3.39	0.38	3.98	0.352	0.49	0	11.4921	29.16	-99	99	FALSE
6942	53.19176335	-27.78320274	99	29.399	9.29	0.22	0.291	65.7	4.91	4.43	5.3	0.896	0.579	0	24.1081	29.231	-99	99	FALSE
5958	53.13590312	-27.79334235	99	29.065	5.79	0.22	0.196	87.7	4.82	4.33	5.24	0.889	0.841	0	23.2324	99	-99	99	FALSE
7164	53.15259549	-27.76039865	99	29.013	4.57	0.22	0.177	14.6	4.63	4.23	5	0.923	0.874	0	21.4369	28.719	-99	99	FALSE
2924	53.14581562	-27.801759	99	29.102	7.57	0.22	0.401	58.8	3.75	2.47	4.22	0.651	0.278	0	14.0625	29.832	-99	99	FALSE
1983	53.15309275	-27.80704878	99	29.232	5.07	0.22	0.101	62.5	3.537	3.28	3.78	0.97	1.897	0	12.510369	28.801	-99	99	FALSE
4170	53.13772498	-27.79588525	99	28.416	7.83	0.22	0.216	-61.6	3.41	0.35	3.99	0.302	0.331	0	11.6281	99	-99	99	FALSE
1507	53.15322319	-27.81035275	99	29.318	3.88	0.22	0.064	48.2	3.35	2.78	3.6	0.85	0.52	0	11.2225	29.299	-99	99	FALSE
9671	53.13878109	-27.77708331	99	29.362	4.74	0.22	0.201	-50.9	2.43	1.64	2.79	0.447	0.605	0	5.9049	28.89	-99	99	FALSE
2376	53.14179048	-27.80475821	99	29.313	4.83	0.22	0.15	2	1.69	0.57	2.99	0.207	0.203	0	2.8561	29.861	-99	99	FALSE
3154	53.14618928	-27.80056561	99	28.948	5.93	0.21	0.251	25.1	5.54	0.82	5.92	0.87	1.024	0	300	29.428	-99	99	FALSE
946	53.16752981	-27.81607434	99	29.187	3.8	0.21	0.321	-13.2	4.08	0.97	4.53	0.597	0.827	0	16.6464	99	-99	99	FALSE
6447	53.13901415	-27.79536193	99	29.022	4.82	0.21	0.275	69.3	3.75	0.43	4.35	0.452	0.23	0	14.0625	29.705	-99	99	FALSE
5621	53.18354081	-27.79193588	99	29.52	4.89	0.21	0.117	-7.1	3.584	3.3	3.85	0.956	1.839	0	12.845056	99	-99	99	FALSE
6871	53.16474464	-27.75951006	99	29.075	6.76	0.21	0.349	56.7	3.53	0.43	4.01	0.428	0.672	0	12.4609	29.061	-99	99	FALSE
7160	53.18980605	-27.78293356	99	29.269	4.63	0.21	0.104	33.5	3.18	2.8	3.45	0.876	0.538	0	10.1124	99	-99	99	FALSE
3357	53.17839668	-27.79951013	99	29.124	7.49	0.21	0.49	76.6	3.01	0.25	3.42	0.249	0.768	0	9.0601	99	-99	99	FALSE
1588	53.18000223	-27.80965441	99	28.841	6.59	0.21	0.405	76.8	2.5	0.49	3.21	0.23	0.358	0	6.25	29.374	-99	99	FALSE
9931	53.19089183	-27.77933977	99	29.228	3.99	0.21	0.201	30.9	2.46	0.76	3.06	0.293	0.261	0	6.0516	99	-99	99	FALSE
4167	53.12574467	-27.79589623	99	28.896	4.97	0.21	0.308	-17.8	1.7	0.52	3.34	0.248	1.432	0	2.89	29.264	-99	99	FALSE
20664	53.16389774	-27.81176898	99	28.559	6.95	0.21	0.172	-86.3	0.36	0.27	3.92	0.158	1.264	0	0.1296	28.256	-99	99	FALSE
1553	53.16324942	-27.81000205	99	29.017	4.61	0.2	0.082	67.4	4.58	3.9	5.01	0.844	0.439	0	20.9764	99	-99	99	FALSE
22743	53.13201329	-27.78988044	99	28.71	6.47	0.2	0.322	0.2	3.857	3.57	4.11	0.97	1.361	0	14.876449	28.117	-99	99	FALSE
5300	53.16578049	-27.79049269	99	31.739	6	0.2	0.03	4.8	3.42	0.43	3.92	0.557	0.763	0	11.6964	31.456	99	99	FALSE
6250	53.18321736	-27.79457093	99	28.758	9.23	0.2	0.601	33.3	3.14	0.25	3.51	0.317	0.478	0	9.8596	29.194	-99	99	FALSE
8067	53.14953924	-27.76514447	99	29.266	4.07	0.2	0.146	-88.7	3.08	0.67	3.45	0.46	1	0	9.4864	99	-99	99	FALSE
7602	53.17350682	-27.76264004	99	29.695	7.21	0.2	0.221	42	2.93	0.46	3.53	0.378	0.363	0	8.5849	99	-99	99	FALSE
2666	53.18616019	-27.80312552	99	29.123	7.88	0.2	0.363	-20.2	1.74	0.74	2.56	0.441	6.247	0	3.0276	28.251	-99	99	FALSE
6502	53.15597372	-27.75779009	99	29.319	7.79	0.2	0.173	-1.6	1.66	0.57	3.04	0.218	1.04	0	2.7556	28.579	-99	99	FALSE
1388	53.18431494	-27.81140823	99	29.409	4.87	0.2	0.063	-21	1.61	1.17	2.37	0.382	1.293	0	2.5921	29.016	-99	99	FALSE
750	53.15943199	-27.81781103	99	29.291	5.94	0.2	0.187	-87.3	1.22	0.36	3.42	0.16	0.552	0	1.4884	99	-99	99	FALSE
599	53.16899419	-27.81949087	99	29.279	8.4	0.2	0.31	-41.4	0.63	0.34	4.52	0.234	0.886	0	0.3969	29.399	-99	99	FALSE
5497	53.12635005	-27.79138685	99	29.04	4.4	0.19	0.111	2.1	4.52	3.88	5.02	0.81	0.936	0	20.4304	99	-99	99	FALSE
7423	53.16896508	-27.78155044	99	30.499	7.31	0.19	0.583	-87.6	4.34	0.73	4.97	0.635	0.985	0	18.8356	29.684	99	99	FALSE
2003	53.17611448	-27.80700002	99	29.306	4.42	0.19	0.105	62	4.09	3.51	4.39	0.86	1.083	0	16.7281	28.855	-99	99	FALSE
2074	53.16949599	-27.80651581	99	28.707	7.54	0.19	0.14	38.8	2.95	0.46	3.59	0.36	0.459	0	8.7025	99	-99	99	FALSE
954	53.16258316	-27.81598349	99	29.382	4.68	0.19	0.076	-37.2	1.75	1.56	2.21	0.544	3.272	0	3.0625	29.366	-99	99	FALSE
2524	53.17578169	-27.80393692	99	29.332	7.35	0.19	0.23	-72.7	1.69	1.19	2.71	0.373	1.907	0	2.8561	28.669	-99	99	FALSE
2406	53.16945753	-27.80457071	99	29.525	6.57	0.19	0.245	75.1	1.4	0.78	2.94	0.211	0.446	0	1.96	99	-99	99	FALSE
2195	53.18723307	-27.80575136	99	29.526	5.07	0.18	0.297	-44.9	4.21	3.52	4.55	0.827	1.728	0	17.7241	99	-99	99	FALSE
1656	53.14748706	-27.8091788	99	29.04	5.95	0.18	0.494	37.5	3.93	0.28	4.46	0.471	0.496	0	15.4449	99	-99	99	FALSE
4921	53.19242664	-27.78865468	99	29.275	6.65	0.18	0.245	-59.9	3.83	3.32	4.19	0.834	0.445	0	14.6689	29.508	-99	99	FALSE
2401	53.17422947	-27.80458371	99	28.805	8.28	0.18	0.338	-50.2	3.43	2.42	3.76	0.711	1.308	0	11.7649	99	-99	99	FALSE
3438	53.14131455	-27.79906066	99	29.171	3.92	0.18	0.15	35.7	3.37	0.53	3.8	0.379	1.438	0	11.3569	29.485	-99	99	FALSE
9063	53.18203527	-27.77118655	99	28.676	5.18	0.18	0.167	-73.8	3.35	0.3	3.8	0.484	0.539	0	11.2225	99	-99	99	FALSE
1423	53.17480208	-27.8110992	99	29.56	4.52	0.18	0.026	-4.6	3.26	2.87	3.52	0.888	0.588	0	10.6276	29.445	-99	99	FALSE
280	53.1561093	-27.8237405	99	28.999	7.43	0.18	0.261	75.5	2.85	1.39	3.25	0.551	0.854	0	8.1225	29.354	-99	99	FALSE
2140	53.14591566	-27.80611726	99	29.227	4.95	0.18	0.224	48.1	1.75	1.48	2.85	0.294	0.931	0	3.0625	28.756	-99	99	FALSE
2489	53.18706013	-27.80410589	99	29.154	6.75	0.17	0.088	45.8	4.06	3.33	4.43	0.761	0.383	0	16.4836	29.665	-99	99	FALSE
604	53.15605055	-27.81941463	99	28.692	7.31	0.17	0.286	19.8	3.88	3.03	4.32	0.698	0.755	0	15.0544	99	-99	99	FALSE
6343	53.14071441	-27.79495005	99	29.121	4.88	0.17	0.114	-47.2	3.6	2.4	4.04	0.671	1.032	0	12.96	29.021	-99	99	FALSE
5620	53.14659901	-27.79192793	99	31.229	5.82	0.17	0.179	66.6	3.48	0.23	3.85	0.653	1.851	0	12.1104	30.502	30.286	99	FALSE
1242	53.18276486	-27.81290374	99	28.986	8.08	0.17	0.299	54.7	3.09	0.45	3.58	0.276	1.11	0	9.5481	28.782	-99	99	FALSE
5421	53.19852997	-27.79100556	99	29.397	4.55	0.17	0.063	26.2	2.863	2.54	3.17	0.874	1.529	0	8.196769	99	-99	99	FALSE
1797	53.16929368	-27.80830231	99	28.815	6.31	0.17	0.411	-52.4	2.67	0.4	3.7	0.157	0.377	0	7.1289	99	-99	99	FALSE
6820	53.1994304	-27.78437706	99	29.189	5.87	0.17	0.05	13.3	2.56	1.11	3.02	0.31	0.446	0	6.5536	99	-99	99	FALSE
7334	53.19123081	-27.78348312	99	29.354	5.1	0.17	0.125	34.7	1.66	1.46	2.08	0.82	1.429	0	2.7556	28.26	-99	99	FALSE
5258	53.18094111	-27.79032235	99	29.137	4.94	0.16	0.165	-66.4	4.634	4.24	5.02	0.922	0.927	0	21.473956	29.838	-99	99	FALSE
685	53.16034332	-27.81851474	99	29.044	6.22	0.16	0.165	67.9	3.71	2.94	4.12	0.767	0.768	0	13.7641	29.685	-99	99	FALSE
1229	53.14894474	-27.8129961	99	28.944	5.55	0.16	0.155	76.3	3.38	0.35	4.27	0.376	0.807	0	11.4244	29.094	-99	99	FALSE
2415	53.17648918	-27.80452139	99	28.874	5.35	0.16	0.231	-2.4	3.17	0.37	3.72	0.219	1.759	0	10.0489	29.156	-99	99	FALSE
1068	53.16644023	-27.81487355	99	29.128	5.94	0.16	0.258	-48.3	2.91	0.72	3.46	0.316	0.734	0	8.4681	29.868	-99	99	FALSE
2875	53.14967603	-27.80210132	99	28.753	8.86	0.16	0.176	45	2.39	0.54	3.09	0.234	0.43	0	5.7121	99	-99	99	FALSE
2091	53.17485202	-27.80642498	99	29.172	5.84	0.16	0.378	0.1	1.73	0.43	3.84	0.129	1.37	0	2.9929	99	-99	99	FALSE
683	53.1534203	-27.81848334	99	29.241	5.39	0.16	0.049	85.2	0.92	0.49	1.03	0.583	1.398	0	0.8464	29.541	-99	99	FALSE
1998	53.15328533	-27.80699403	99	29.479	4.8	0.15	0.069	36	4.99	4.06	5.3	0.623	1.188	0	24.9001	28.671	-99	99	FALSE
6003	53.18766722	-27.78576174	99	29.189	5.13	0.15	0.091	-24.8	4.64	3.83	5.11	0.828	0.718	0	21.5296	29.168	-99	99	FALSE
7838	53.13199506	-27.77990779	99	28.973	3.97	0.15	0.133	66.8	4.33	0.27	4.91	0.496	0.413	0	18.7489	28.807	-99	99	FALSE
6254	53.15145568	-27.79459387	99	31.044	4.86	0.15	0.273	-33.8	3.6	2.34	4	0.772	1.651	0	12.96	30.075	30.057	99	FALSE
6433	53.12464149	-27.7953161	99	29.098	4.66	0.15	0.148	-6.9	3.45	0.28	4.07	0.261	1.05	0	11.9025	28.885	-99	99	FALSE
4175	53.19246302	-27.79586256	99	29.351	6.02	0.15	0.213	46.9	2.96	1.5	3.37	0.59	0.357	0	8.7616	29.368	-99	99	FALSE
8126	53.17736515	-27.7658728	99	28.892	7.01	0.15	0.149	-46.3	2.9	0.44	3.35	0.46	0.689	0	8.41	99	-99	99	FALSE
890	53.15927902	-27.81658289	99	29.133	4.79	0.15	0.106	45.7	2.54	1.4	3.03	0.396	0.628	0	6.4516	99	-99	99	FALSE
4743	53.12833084	-27.78786296	99	29.271	4.02	0.15	0.059	49.5	2.54	1.85	2.82	0.721	0.554	0	6.4516	29.002	-99	99	FALSE
39	53.1655637	-27.82966829	99	28.928	4.77	0.15	0.337	78.1	0.66	0.33	4.21	0.096	0.358	0	0.4356	29.708	-99	99	FALSE
558	53.15979409	-27.82000072	99	29.309	4.51	0.14	0.132	-41.6	4.797	4.48	5.1	0.977	1.8	0	23.011209	99	-99	99	FALSE
355	53.17217318	-27.82267299	99	29.05	5.25	0.14	0.08	43.2	4.542	4.05	4.99	0.87	1.089	0	20.629764	99	-99	99	FALSE
1958	53.17176332	-27.80723387	99	29.383	4.74	0.14	0.302	40.9	3.24	2.14	3.56	0.671	0.234	0	10.4976	29.515	-99	99	FALSE
1430	53.18481148	-27.81105611	99	29.072	4.38	0.14	0.162	-89	2.93	1.13	3.48	0.456	0.674	0	8.5849	29.853	-99	99	FALSE
886	53.1599469	-27.81659373	99	29.305	5.77	0.14	0.078	-26.4	2.79	1.59	3.23	0.509	1.007	0	7.7841	99	-99	99	FALSE
5552	53.19646011	-27.79162084	99	29.356	6.12	0.14	0.11	-38.8	2.79	1.58	3.21	0.571	1.607	0	7.7841	99	-99	99	FALSE
483	53.16973815	-27.82092121	99	28.517	9.26	0.14	0.279	8.2	2.68	0.68	3.2	0.275	0.374	0	7.1824	28.724	-99	99	FALSE
5745	53.17092505	-27.79239105	99	30.671	6.83	0.14	0.18	88	2.51	0.52	3.12	0.234	1.476	0	6.3001	30.159	99	99	FALSE
2785	53.16930772	-27.80249405	99	30.176	5.08	0.14	0.094	88	2.44	0.21	3.14	0.248	1.124	0	5.9536	29.556	29.599	99	FALSE
22630	53.20007993	-27.78902023	99	29.253	4.6	0.14	0.077	70.3	2.44	1.79	2.64	0.843	1.382	0	5.9536	28.741	-99	99	FALSE
1670	53.17567179	-27.80906797	99	28.961	5.02	0.14	0.15	66.2	1.95	1.22	2.91	0.281	0.807	0	3.8025	99	-99	99	FALSE
4190	53.19603016	-27.79576529	99	29.372	4.6	0.13	0.109	63.7	4.28	3.63	4.59	0.84	0.308	0	18.3184	29.769	-99	99	FALSE
91	53.16618225	-27.82761985	99	28.95	5.25	0.13	0.07	27.5	4.18	3.37	4.52	0.753	0.405	0	17.4724	29.091	-99	99	FALSE
1773	53.14978999	-27.80844304	99	29.102	4.7	0.13	0.074	-37.6	3.9	3	4.28	0.659	1.042	0	15.21	99	-99	99	FALSE
1961	53.14155629	-27.80722537	99	29.294	4.36	0.13	0.172	-1	3.82	3	4.23	0.684	0.638	0	14.5924	99	-99	99	FALSE
606	53.15597117	-27.81937714	99	28.597	6.43	0.13	0.386	30.5	3.81	0.42	4.39	0.451	0.985	0	14.5161	99	-99	99	FALSE
2815	53.14244114	-27.80234257	99	29.356	4.82	0.13	0.204	-1.1	3.594	3.26	3.89	0.928	1.427	0	12.916836	30.028	-99	99	FALSE
634	53.15043465	-27.81904151	99	29	4.72	0.13	0.133	2.7	3.36	2.51	3.69	0.711	1.133	0	11.2896	99	-99	99	FALSE
1632	53.17403964	-27.80929133	99	29.119	5.34	0.13	0.195	-27.1	3.21	0.55	3.57	0.597	1.075	0	10.3041	29.494	-99	99	FALSE
2403	53.17539321	-27.80459472	99	29.54	5.46	0.13	0.142	-2.8	3.18	2.14	3.5	0.691	0.72	0	10.1124	99	-99	99	FALSE
